Time, s;x;y;z
144.3;8661.159;1012.1465;3065.7605
144.4;8658.913;1013.7219;3071.9485
144.5;8656.649;1015.29333;3078.1099
144.6;8654.369;1016.86017;3084.2449
144.7;8652.073;1018.42194;3090.354
144.8;8649.763;1019.9782;3096.437
144.9;8647.436;1021.5284;3102.4944
145,00;8645.095;1023.072;3108.5261
145.1;8642.738;1024.6086;3114.5327
145.2;8640.368;1026.1376;3120.5142
145.3;8637.984;1027.6586;3126.4707
145.4;8635.587;1029.171;3132.4028
145.5;8633.176;1030.6744;3138.3105
145.6;8630.752;1032.1685;3144.194
145.7;8628.315;1033.6523;3150.0537
145.8;8625.866;1035.126;3155.8896
145.9;8623.404;1036.5885;3161.7024
146,00;8620.932;1038.0398;3167.492
146.1;8618.446;1039.4792;3173.2588
146.2;8615.949;1040.9062;3179.003
146.3;8613.44;1042.3207;3184.725
146.4;8610.922;1043.7218;3190.425
146.5;8608.392;1045.1094;3196.1033
146.6;8605.85;1046.4829;3201.7603
146.7;8603.299;1047.8419;3207.396
146.8;8600.736;1049.1859;3213.0107
146.9;8598.164;1050.5148;3218.6052
147,00;8595.581;1051.8278;3224.1792
147.1;8592.989;1053.1246;3229.7334
147.2;8590.387;1054.4049;3235.268
147.3;8587.774;1055.6682;3240.7832
147.4;8585.153;1056.9143;3246.2793
147.5;8582.521;1058.1426;3251.7568
147.6;8579.882;1059.3529;3257.2158
147.7;8577.231;1060.5447;3262.6565
147.8;8574.573;1061.7177;3268.0796
147.9;8571.905;1062.8715;3273.4854
148,00;8569.228;1064.0057;3278.8735
148.1;8566.542;1065.1202;3284.245
148.2;8563.848;1066.2145;3289.6
148.3;8561.144;1067.2883;3294.9387
148.4;8558.432;1068.3412;3300.2615
148.5;8555.71;1069.373;3305.5688
148.6;8552.98;1070.3834;3310.8606
148.7;8550.242;1071.3721;3316.1375
148.8;8547.495;1072.3387;3321.3997
148.9;8544.739;1073.2831;3326.6475
149,00;8541.976;1074.205;3331.881
149.1;8539.202;1075.1039;3337.1013
149.2;8536.421;1075.9797;3342.3079
149.3;8533.631;1076.8323;3347.5012
149.4;8530.833;1077.6613;3352.682
149.5;8528.026;1078.4664;3357.85
149.6;8525.21;1079.2477;3363.006
149.7;8522.387;1080.0046;3368.1501
149.8;8519.554;1080.737;3373.2827
149.9;8516.712;1081.445;3378.4038
150,00;8513.862;1082.128;3383.5142
150.1;8511.003;1082.7861;3388.6138
150.2;8508.136;1083.419;3393.703
150.3;8505.26;1084.0266;3398.782
150.4;8502.374;1084.6086;3403.8516
150.5;8499.48;1085.165;3408.9114
150.6;8496.577;1085.6958;3413.9622
150.7;8493.666;1086.2006;3419.0042
150.8;8490.745;1086.6793;3424.0374
150.9;8487.814;1087.132;3429.0625
151,00;8484.875;1087.5585;3434.0796
151.1;8481.927;1087.9586;3439.0889
151.2;8478.969;1088.3324;3444.0906
151.3;8476.002;1088.6797;3449.0854
151.4;8473.024;1089.0005;3454.0732
151.5;8470.038;1089.2947;3459.0547
151.6;8467.042;1089.5623;3464.0298
151.7;8464.036;1089.8031;3468.9988
151.8;8461.0205;1090.0173;3473.962
151.9;8457.995;1090.2048;3478.9197
152,00;8454.96;1090.3657;3483.8723
152.1;8451.914;1090.4998;3488.82
152.2;8448.857;1090.6072;3493.763
152.3;8445.791;1090.688;3498.7017
152.4;8442.715;1090.7421;3503.6362
152.5;8439.627;1090.7695;3508.5667
152.6;8436.529;1090.7705;3513.4937
152.7;8433.42;1090.7449;3518.4175
152.8;8430.3;1090.6929;3523.3381
152.9;8427.169;1090.6145;3528.2559
153,00;8424.027;1090.5099;3533.171
153.1;8420.874;1090.379;3538.0837
153.2;8417.709;1090.2222;3542.9944
153.3;8414.533;1090.0393;3547.9033
153.4;8411.345;1089.8306;3552.8105
153.5;8408.1455;1089.5962;3557.7166
153.6;8404.934;1089.3362;3562.6213
153.7;8401.71;1089.0508;3567.5254
153.8;8398.474;1088.7401;3572.4285
153.9;8395.226;1088.4043;3577.3315
154,00;8391.965;1088.0437;3582.2341
154.1;8388.691;1087.6583;3587.1367
154.2;8385.405;1087.2484;3592.0398
154.3;8382.106;1086.8142;3596.9434
154.4;8378.795;1086.3558;3601.8474
154.5;8375.47;1085.8737;3606.7524
154.6;8372.131;1085.3677;3611.6587
154.7;8368.779;1084.8385;3616.5664
154.8;8365.414;1084.286;3621.4756
154.9;8362.035;1083.7106;3626.3865
155,00;8358.642;1083.1127;3631.2993
155.1;8355.234;1082.4923;3636.2144
155.2;8351.813;1081.8499;3641.1318
155.3;8348.378;1081.1855;3646.052
155.4;8344.928;1080.4999;3650.9746
155.5;8341.463;1079.793;3655.9004
155.6;8337.984;1079.0653;3660.8293
155.7;8334.489;1078.317;3665.7615
155.8;8330.98;1077.5485;3670.6973
155.9;8327.456;1076.7601;3675.6367
156,00;8323.916;1075.9523;3680.58
156.1;8320.361;1075.1252;3685.5273
156.2;8316.79;1074.2795;3690.479
156.3;8313.203;1073.4153;3695.4348
156.4;8309.601;1072.5331;3700.3953
156.5;8305.982;1071.6332;3705.3604
156.6;8302.348;1070.7161;3710.3303
156.7;8298.697;1069.7821;3715.3054
156.8;8295.029;1068.8317;3720.2856
156.9;8291.346;1067.8652;3725.271
157,00;8287.645;1066.8832;3730.2617
157.1;8283.928;1065.886;3735.2583
157.2;8280.193;1064.874;3740.2605
157.3;8276.441;1063.8478;3745.2686
157.4;8272.673;1062.8076;3750.2825
157.5;8268.887;1061.7542;3755.3025
157.6;8265.083;1060.6877;3760.3286
157.7;8261.263;1059.6089;3765.361
157.8;8257.424;1058.518;3770.4001
157.9;8253.567;1057.4155;3775.4456
158,00;8249.692;1056.3021;3780.4978
158.1;8245.801;1055.1782;3785.5566
158.2;8241.89;1054.0442;3790.6223
158.3;8237.962;1052.9005;3795.6948
158.4;8234.015;1051.7479;3800.7744
158.5;8230.05;1050.5867;3805.8608
158.6;8226.065;1049.4175;3810.9546
158.7;8222.063;1048.2407;3816.0554
158.8;8218.043;1047.057;3821.1638
158.9;8214.003;1045.8667;3826.2793
159,00;8209.945;1044.6705;3831.402
159.1;8205.868;1043.4689;3836.5322
159.2;8201.772;1042.2625;3841.6702
159.3;8197.657;1041.0515;3846.8154
159.4;8193.523;1039.8368;3851.968
159.5;8189.3706;1038.6188;3857.1284
159.6;8185.1987;1037.3981;3862.2964
159.7;8181.008;1036.1752;3867.472
159.8;8176.798;1034.9506;3872.655
159.9;8172.5684;1033.7249;3877.8457
160,00;8168.3203;1032.4985;3883.044
160.1;8164.0527;1031.2722;3888.25
160.2;8159.7656;1030.0465;3893.4636
160.3;8155.46;1028.8218;3898.6846
160.4;8151.135;1027.5988;3903.9133
160.5;8146.7905;1026.3779;3909.1497
160.6;8142.4272;1025.1598;3914.3933
160.7;8138.0444;1023.94495;3919.6445
160.8;8133.643;1022.73395;3924.9033
160.9;8129.2227;1021.5273;3930.1694
161,00;8124.7827;1020.32556;3935.4426
161.1;8120.324;1019.12933;3940.7234
161.2;8115.8467;1017.9391;3946.0112
161.3;8111.3506;1016.7554;3951.3062
161.4;8106.8354;1015.57874;3956.6082
161.5;8102.302;1014.4097;3961.9172
161.6;8097.749;1013.24884;3967.2332
161.7;8093.178;1012.0967;3972.5557
161.8;8088.5894;1010.9537;3977.8853
161.9;8083.9814;1009.8204;3983.2212
162,00;8079.356;1008.6974;3988.5635
162.1;8074.712;1007.5851;3993.9124
162.2;8070.0503;1006.4841;3999.2676
162.3;8065.3706;1005.3948;4004.629
162.4;8060.6733;1004.31775;4009.996
162.5;8055.959;1003.2535;4015.3691
162.6;8051.2266;1002.20245;4020.748
162.7;8046.4775;1001.16516;4026.1326
162.8;8041.7114;1000.142;4031.5225
162.9;8036.928;999.13354;4036.9177
163,00;8032.1284;998.1402;4042.3179
163.1;8027.312;997.1624;4047.7234
163.2;8022.4795;996.2006;4053.1333
163.3;8017.631;995.2553;4058.548
163.4;8012.766;994.32684;4063.9673
163.5;8007.8857;993.4157;4069.3909
163.6;8002.99;992.5223;4074.8184
163.7;7998.0796;991.64703;4080.2498
163.8;7993.154;990.7902;4085.685
163.9;7988.2134;989.9524;4091.1238
164,00;7983.2583;989.13385;4096.566
164.1;7978.289;988.3349;4102.0107
164.2;7973.3057;987.556;4107.459
164.3;7968.3086;986.7975;4112.9097
164.4;7963.2983;986.0597;4118.363
164.5;7958.275;985.3429;4123.8184
164.6;7953.239;984.64746;4129.276
164.7;7948.1895;983.9737;4134.7354
164.8;7943.1284;983.32184;4140.1963
164.9;7938.055;982.69226;4145.6587
165,00;7932.9697;982.0852;4151.122
165.1;7927.8735;981.5009;4156.5864
165.2;7922.766;980.9397;4162.0513
165.3;7917.6475;980.40173;4167.517
165.4;7912.519;979.8872;4172.9824
165.5;7907.38;979.3965;4178.448
165.6;7902.231;978.9296;4183.913
165.7;7897.0728;978.4869;4189.378
165.8;7891.9053;978.0684;4194.842
165.9;7886.729;977.67444;4200.3047
166,00;7881.544;977.30505;4205.7666
166.1;7876.351;976.9604;4211.2266
166.2;7871.1504;976.6406;4216.6846
166.3;7865.942;976.3459;4222.141
166.4;7860.7266;976.07623;4227.5947
166.5;7855.504;975.8318;4233.046
166.6;7850.2754;975.61255;4238.4946
166.7;7845.04;975.4187;4243.94
166.8;7839.7993;975.25024;4249.3823
166.9;7834.553;975.1072;4254.821
167,00;7829.302;974.98956;4260.2554
167.1;7824.046;974.89746;4265.686
167.2;7818.7856;974.8308;4271.1123
167.3;7813.521;974.78955;4276.534
167.4;7808.253;974.7738;4281.951
167.5;7802.9814;974.7834;4287.363
167.6;7797.7065;974.81836;4292.7695
167.7;7792.4297;974.87854;4298.1704
167.8;7787.15;974.964;4303.5654
167.9;7781.868;975.07446;4308.954
168,00;7776.585;975.21;4314.337
168.1;7771.301;975.3705;4319.713
168.2;7766.015;975.55566;4325.0825
168.3;7760.729;975.7655;4330.445
168.4;7755.4424;975.9998;4335.8
168.5;7750.156;976.2584;4341.1475
168.6;7744.8696;976.5412;4346.4873
168.7;7739.584;976.84796;4351.819
168.8;7734.2993;977.17847;4357.1426
168.9;7729.016;977.53253;4362.458
169,00;7723.734;977.9099;4367.7646
169.1;7718.454;978.31036;4373.0625
169.2;7713.1763;978.73376;4378.3516
169.3;7707.901;979.1797;4383.631
169.4;7702.6284;979.648;4388.9014
169.5;7697.359;980.13837;4394.1616
169.6;7692.093;980.6506;4399.4126
169.7;7686.83;981.18427;4404.6533
169.8;7681.572;981.73914;4409.884
169.9;7676.317;982.3149;4415.1035
170,00;7671.067;982.91113;4420.313
170.1;7665.8213;983.5277;4425.5117
170.2;7660.581;984.1641;4430.6997
170.3;7655.3457;984.82007;4435.8765
170.4;7650.1157;985.49524;4441.042
170.5;7644.891;986.1892;4446.1963
170.6;7639.673;986.9016;4451.339
170.7;7634.4604;987.6321;4456.4697
170.8;7629.2544;988.3802;4461.589
170.9;7624.0547;989.1456;4466.696
171,00;7618.862;989.9279;4471.791
171.1;7613.676;990.7267;4476.8735
171.2;7608.497;991.54156;4481.944
171.3;7603.3257;992.372;4487.002
171.4;7598.1616;993.21765;4492.0474
171.5;7593.005;994.07806;4497.08
171.6;7587.8564;994.9528;4502.1
171.7;7582.716;995.8415;4507.1074
171.8;7577.5835;996.7435;4512.1016
171.9;7572.459;997.6586;4517.0825
172,00;7567.3433;998.5862;4522.0503
172.1;7562.2363;999.5258;4527.0054
172.2;7557.1377;1000.47705;4531.947
172.3;7552.048;1001.4394;4536.8755
172.4;7546.9673;1002.4124;4541.79
172.5;7541.8955;1003.39557;4546.692
172.6;7536.833;1004.3884;4551.58
172.7;7531.78;1005.3905;4556.4546
172.8;7526.736;1006.4013;4561.3154
172.9;7521.701;1007.42035;4566.163
173,00;7516.6763;1008.4471;4570.997
173.1;7511.6606;1009.48114;4575.8174
173.2;7506.655;1010.5219;4580.6245
173.3;7501.6587;1011.569;4585.4175
173.4;7496.6724;1012.6218;4590.1973
173.5;7491.696;1013.67993;4594.9634
173.6;7486.729;1014.7428;4599.716
173.7;7481.7725;1015.80994;4604.4546
173.8;7476.8257;1016.8809;4609.18
173.9;7471.8887;1017.95514;4613.892
174,00;7466.9614;1019.03217;4618.5903
174.1;7462.0444;1020.1115;4623.2754
174.2;7457.1377;1021.1926;4627.947
174.3;7452.2407;1022.2751;4632.605
174.4;7447.3535;1023.35834;4637.25
174.5;7442.4766;1024.4419;4641.882
174.6;7437.61;1025.5254;4646.5005
174.7;7432.7524;1026.6082;4651.106
174.8;7427.9053;1027.6897;4655.698
174.9;7423.0684;1028.7698;4660.278
175,00;7418.241;1029.8477;4664.844
175.1;7413.4233;1030.923;4669.398
175.2;7408.6157;1031.9952;4673.9395
175.3;7403.818;1033.064;4678.468
175.4;7399.03;1034.1287;4682.984
175.5;7394.2515;1035.1888;4687.488
175.6;7389.4824;1036.2441;4691.979
175.7;7384.723;1037.2941;4696.4585
175.8;7379.973;1038.3381;4700.9253
175.9;7375.233;1039.376;4705.381
176,00;7370.5015;1040.407;4709.824
176.1;7365.78;1041.4308;4714.256
176.2;7361.067;1042.447;4718.676
176.3;7356.3633;1043.4551;4723.085
176.4;7351.6685;1044.4547;4727.4824
176.5;7346.983;1045.4454;4731.8687
176.6;7342.306;1046.4268;4736.2437
176.7;7337.6377;1047.3983;4740.6084
176.8;7332.978;1048.3597;4744.962
176.9;7328.327;1049.3107;4749.305
177,00;7323.684;1050.2505;4753.638
177.1;7319.05;1051.179;4757.961
177.2;7314.4233;1052.0957;4762.2734
177.3;7309.805;1053.0002;4766.5757
177.4;7305.195;1053.8923;4770.8687
177.5;7300.5923;1054.7716;4775.152
177.6;7295.9976;1055.6375;4779.426
177.7;7291.41;1056.4897;4783.6904
177.8;7286.83;1057.3281;4787.9463
177.9;7282.258;1058.1521;4792.193
178,00;7277.6924;1058.9615;4796.431
178.1;7273.134;1059.7559;4800.66
178.2;7268.582;1060.5349;4804.8813
178.3;7264.0376;1061.2983;4809.0947
178.4;7259.499;1062.0458;4813.3
178.5;7254.9673;1062.7771;4817.4966
178.6;7250.442;1063.4917;4821.6865
178.7;7245.923;1064.1896;4825.8687
178.8;7241.409;1064.8702;4830.044
178.9;7236.902;1065.5336;4834.212
179,00;7232.4;1066.1791;4838.373
179.1;7227.904;1066.8068;4842.528
179.2;7223.413;1067.4163;4846.676
179.3;7218.9272;1068.0072;4850.818
179.4;7214.447;1068.5795;4854.9536
179.5;7209.971;1069.1328;4859.0835
179.6;7205.5005;1069.6671;4863.208
179.7;7201.034;1070.1819;4867.327
179.8;7196.5723;1070.6772;4871.4404
179.9;7192.1147;1071.1527;4875.5493
180,00;7187.661;1071.6082;4879.6533
180.1;7183.2114;1072.0435;4883.7524
180.2;7178.7656;1072.4585;4887.847
180.3;7174.3237;1072.8529;4891.9375
180.4;7169.885;1073.2267;4896.024
180.5;7165.449;1073.5795;4900.1064
180.6;7161.0166;1073.9114;4904.1855
180.7;7156.587;1074.2222;4908.261
180.8;7152.16;1074.5117;4912.3335
180.9;7147.736;1074.7798;4916.403
181,00;7143.3135;1075.0264;4920.469
181.1;7138.894;1075.2513;4924.533
181.2;7134.476;1075.4546;4928.5947
181.3;7130.06;1075.6361;4932.654
181.4;7125.646;1075.7957;4936.711
181.5;7121.233;1075.9332;4940.7666
181.6;7116.822;1076.0487;4944.8203
181.7;7112.411;1076.1422;4948.8726
181.8;7108.002;1076.2135;4952.924
181.9;7103.5933;1076.2626;4956.9736
182,00;7099.185;1076.2894;4961.023
182.1;7094.7773;1076.2941;4965.0713
182.2;7090.3696;1076.2764;4969.1196
182.3;7085.9624;1076.2365;4973.1675
182.4;7081.5547;1076.1742;4977.215
182.5;7077.1465;1076.0897;4981.2627
182.6;7072.7383;1075.9829;4985.311
182.7;7068.329;1075.8539;4989.36
182.8;7063.919;1075.7026;4993.409
182.9;7059.5073;1075.5292;4997.459
183,00;7055.0947;1075.3337;5001.5103
183.1;7050.681;1075.1161;5005.563
183.2;7046.265;1074.8765;5009.6167
183.3;7041.8477;1074.6149;5013.6724
183.4;7037.428;1074.3315;5017.7295
183.5;7033.0063;1074.0264;5021.7886
183.6;7028.582;1073.6995;5025.85
183.7;7024.1553;1073.3511;5029.9136
183.8;7019.726;1072.9812;5033.98
183.9;7015.2935;1072.59;5038.049
184,00;7010.8574;1072.1776;5042.12
184.1;7006.4185;1071.744;5046.195
184.2;7001.9756;1071.2897;5050.2725
184.3;6997.5293;1070.8145;5054.3535
184.4;6993.079;1070.3186;5058.4375
184.5;6988.6245;1069.8022;5062.526
184.6;6984.1655;1069.2657;5066.6177
184.7;6979.702;1068.709;5070.7134
184.8;6975.234;1068.1324;5074.813
184.9;6970.761;1067.5361;5078.917
185,00;6966.283;1066.9203;5083.0254
185.1;6961.8;1066.2853;5087.138
185.2;6957.311;1065.631;5091.256
185.3;6952.8164;1064.958;5095.3784
185.4;6948.316;1064.2664;5099.506
185.5;6943.8096;1063.5563;5103.638
185.6;6939.2974;1062.8281;5107.776
185.7;6934.7783;1062.082;5111.9185
185.8;6930.2524;1061.3184;5116.067
185.9;6925.72;1060.5372;5120.221
186,00;6921.181;1059.7391;5124.381
186.1;6916.6343;1058.9242;5128.5464
186.2;6912.0806;1058.0928;5132.718
186.3;6907.5195;1057.2451;5136.8955
186.4;6902.95;1056.3816;5141.079
186.5;6898.3735;1055.5024;5145.2695
186.6;6893.7886;1054.608;5149.466
186.7;6889.1953;1053.6985;5153.669
186.8;6884.5938;1052.7744;5157.8784
186.9;6879.984;1051.836;5162.0947
187,00;6875.3647;1050.8837;5166.318
187.1;6870.7373;1049.9176;5170.5483
187.2;6866.1006;1048.9382;5174.785
187.3;6861.4546;1047.9459;5179.0293
187.4;6856.7993;1046.9412;5183.281
187.5;6852.135;1045.924;5187.5396
187.6;6847.46;1044.895;5191.805
187.7;6842.776;1043.8546;5196.0786
187.8;6838.0815;1042.8031;5200.36
187.9;6833.377;1041.7408;5204.6484
188,00;6828.6626;1040.6682;5208.945
188.1;6823.9375;1039.5857;5213.2485
188.2;6819.202;1038.4937;5217.5605
188.3;6814.456;1037.3925;5221.88
188.4;6809.6997;1036.2825;5226.2075
188.5;6804.932;1035.1642;5230.5435
188.6;6800.1533;1034.038;5234.887
188.7;6795.364;1032.9042;5239.2393
188.8;6790.563;1031.7633;5243.599
188.9;6785.7515;1030.6158;5247.968
189,00;6780.928;1029.4622;5252.3447
189.1;6776.0933;1028.3026;5256.7295
189.2;6771.247;1027.1376;5261.1235
189.3;6766.3896;1025.9677;5265.5254
189.4;6761.5205;1024.7932;5269.936
189.5;6756.6396;1023.61475;5274.3555
189.6;6751.747;1022.4326;5278.783
189.7;6746.843;1021.24725;5283.22
189.8;6741.927;1020.05914;5287.6655
189.9;6736.999;1018.8687;5292.12
190,00;6732.0596;1017.6764;5296.583
190.1;6727.095;1016.4786;5301.04
190.2;6722.0977;1015.2734;5305.48
190.3;6717.068;1014.0623;5309.905
190.4;6712.0083;1012.84686;5314.3174
190.5;6706.9204;1011.6282;5318.7188
190.6;6701.8057;1010.4074;5323.1123
190.7;6696.666;1009.18567;5327.4995
190.8;6691.503;1007.9639;5331.882
190.9;6686.3174;1006.7431;5336.2617
191,00;6681.1123;1005.52405;5340.6406
191.1;6675.8877;1004.3074;5345.021
191.2;6670.646;1003.09393;5349.4043
191.3;6665.3887;1001.8842;5353.7925
191.4;6660.1167;1000.6789;5358.1865
191.5;6654.831;999.47845;5362.5884
191.6;6649.534;998.2834;5366.9995
191.7;6644.2266;997.0941;5371.4214
191.8;6638.9097;995.9111;5375.8555
191.9;6633.585;994.73456;5380.303
192,00;6628.2534;993.565;5384.766
192.1;6622.9165;992.4027;5389.2446
192.2;6617.5747;991.248;5393.7407
192.3;6612.23;990.101;5398.255
192.4;6606.8833;988.96216;5402.7886
192.5;6601.535;987.8316;5407.343
192.6;6596.187;986.7096;5411.918
192.7;6590.84;985.5963;5416.516
192.8;6585.4946;984.492;5421.1367
192.9;6580.1523;983.3969;5425.7817
193,00;6574.814;982.31116;5430.451
193.1;6569.481;981.2349;5435.1465
193.2;6564.153;980.1684;5439.8677
193.3;6558.832;979.1118;5444.6157
193.4;6553.518;978.0653;5449.3906
193.5;6548.213;977.0291;5454.194
193.6;6542.917;976.0033;5459.0254
193.7;6537.631;974.9881;5463.8853
193.8;6532.3555;973.98364;5468.775
193.9;6527.0913;972.9902;5473.694
194,00;6521.8394;972.0078;5478.643
194.1;6516.6006;971.03674;5483.622
194.2;6511.3755;970.0772;5488.632
194.3;6506.1646;969.1293;5493.6724
194.4;6500.9688;968.1932;5498.744
194.5;6495.7886;967.2691;5503.8467
194.6;6490.625;966.35724;5508.981
194.7;6485.478;965.45776;5514.1465
194.8;6480.348;964.57086;5519.3433
194.9;6475.237;963.6967;5524.572
195,00;6470.144;962.8355;5529.832
195.1;6465.0703;961.9874;5535.124
195.2;6460.0166;961.1527;5540.4473
195.3;6454.983;960.3315;5545.8022
195.4;6449.9697;959.524;5551.189
195.5;6444.978;958.7304;5556.607
195.6;6440.0083;957.9509;5562.056
195.7;6435.06;957.1858;5567.5366
195.8;6430.135;956.4351;5573.0483
195.9;6425.2324;955.6991;5578.5903
196,00;6420.3535;954.978;5584.1636
196.1;6415.498;954.27203;5589.7666
196.2;6410.667;953.5813;5595.4004
196.3;6405.8604;952.90607;5601.064
196.4;6401.079;952.24646;5606.7573
196.5;6396.3223;951.60266;5612.48
196.6;6391.5913;950.975;5618.232
196.7;6386.8867;950.3634;5624.012
196.8;6382.2075;949.7683;5629.8213
196.9;6377.555;949.18976;5635.6587
197,00;6372.929;948.6279;5641.524
197.1;6368.3306;948.083;5647.416
197.2;6363.759;947.5552;5653.3354
197.3;6359.215;947.0446;5659.2817
197.4;6354.698;946.55145;5665.254
197.5;6350.2095;946.0758;5671.2524
197.6;6345.749;945.61786;5677.276
197.7;6341.3164;945.17773;5683.324
197.8;6336.9126;944.7556;5689.3975
197.9;6332.537;944.3516;5695.4946
198,00;6328.1904;943.9658;5701.6157
198.1;6323.8726;943.5984;5707.76
198.2;6319.5835;943.2494;5713.9263
198.3;6315.3237;942.91895;5720.115
198.4;6311.0933;942.60724;5726.326
198.5;6306.8916;942.3142;5732.558
198.6;6302.7197;942.04004;5738.8105
198.7;6298.577;941.7848;5745.0835
198.8;6294.464;941.5486;5751.3765
198.9;6290.3804;941.33136;5757.688
199,00;6286.3267;941.13324;5764.019
199.1;6282.3022;940.9543;5770.3677
199.2;6278.3076;940.7945;5776.7344
199.3;6274.343;940.65393;5783.118
199.4;6270.407;940.5326;5789.5186
199.5;6266.502;940.43054;5795.9355
199.6;6262.626;940.34766;5802.3677
199.7;6258.7793;940.28406;5808.815
199.8;6254.963;940.2397;5815.277
199.9;6251.176;940.21454;5821.753
200,00;6247.418;940.20856;5828.242
200.1;6243.69;940.2217;5834.745
200.2;6239.991;940.2539;5841.26
200.3;6236.3223;940.3052;5847.787
200.4;6232.682;940.37537;5854.3257
200.5;6229.0713;940.4644;5860.875
200.6;6225.4897;940.5723;5867.435
200.7;6221.937;940.6989;5874.005
200.8;6218.413;940.8441;5880.584
200.9;6214.9185;941.00775;5887.172
201,00;6211.452;941.1898;5893.7686
201.1;6208.0146;941.3901;5900.373
201.2;6204.6055;941.60846;5906.985
201.3;6201.2246;941.8448;5913.604
201.4;6197.872;942.0989;5920.2295
201.5;6194.548;942.37067;5926.861
201.6;6191.251;942.65985;5933.4976
201.7;6187.9824;942.9664;5940.1396
201.8;6184.741;943.2899;5946.786
201.9;6181.528;943.6304;5953.437
202,00;6178.342;943.98755;5960.0913
202.1;6175.1826;944.36115;5966.749
202.2;6172.0503;944.751;5973.409
202.3;6168.9453;945.15686;5980.0723
202.4;6165.8667;945.57855;5986.737
202.5;6162.8145;946.01575;5993.4033
202.6;6159.7886;946.46826;6000.071
202.7;6156.7886;946.9358;6006.7393
202.8;6153.815;947.4181;6013.4077
202.9;6150.8667;947.91486;6020.076
203,00;6147.944;948.42584;6026.744
203.1;6145.047;948.9508;6033.4116
203.2;6142.175;949.4893;6040.0776
203.3;6139.327;950.04126;6046.7427
203.4;6136.505;950.6062;6053.4053
203.5;6133.707;951.18384;6060.066
203.6;6130.933;951.7739;6066.724
203.7;6128.1836;952.3761;6073.3794
203.8;6125.458;952.99;6080.0312
203.9;6122.7563;953.61536;6086.68
204,00;6120.0776;954.25183;6093.3247
204.1;6117.4224;954.89905;6099.966
204.2;6114.7905;955.55664;6106.602
204.3;6112.181;956.22437;6113.234
204.4;6109.594;956.90173;6119.861
204.5;6107.0303;957.5885;6126.483
204.6;6104.4883;958.2843;6133.099
204.7;6101.968;958.98865;6139.71
204.8;6099.4697;959.7013;6146.315
204.9;6096.9927;960.4219;6152.914
205,00;6094.5376;961.1499;6159.5063
205.1;6092.103;961.88513;6166.093
205.2;6089.6895;962.6271;6172.6724
205.3;6087.2964;963.3754;6179.2446
205.4;6084.9243;964.1298;6185.8105
205.5;6082.572;964.8898;6192.3687
205.6;6080.2397;965.65497;6198.92
205.7;6077.9272;966.425;6205.4634
205.8;6075.6343;967.1995;6211.999
205.9;6073.361;967.9781;6218.527
206,00;6071.1064;968.7603;6225.047
206.1;6068.871;969.54584;6231.559
206.2;6066.6543;970.3342;6238.0625
206.3;6064.456;971.1252;6244.558
206.4;6062.276;971.91815;6251.0454
206.5;6060.1143;972.7129;6257.524
206.6;6057.97;973.5089;6263.994
206.7;6055.8438;974.3059;6270.4556
206.8;6053.735;975.1034;6276.908
206.9;6051.643;975.90106;6283.352
207,00;6049.568;976.6984;6289.7876
207.1;6047.5103;977.49524;6296.214
207.2;6045.4688;978.29095;6302.6313
207.3;6043.444;979.08527;6309.04
207.4;6041.435;979.8778;6315.44
207.5;6039.4424;980.6682;6321.8306
207.6;6037.4653;981.456;6328.2124
207.7;6035.504;982.24084;6334.585
207.8;6033.5576;983.02246;6340.9487
207.9;6031.627;983.8003;6347.3037
208,00;6029.711;984.5741;6353.65
208.1;6027.81;985.3435;6359.987
208.2;6025.924;986.1081;6366.315
208.3;6024.052;986.86755;6372.6343
208.4;6022.1943;987.62146;6378.9453
208.5;6020.3506;988.3695;6385.247
208.6;6018.521;989.1113;6391.54
208.7;6016.7046;989.84656;6397.8247
208.8;6014.9023;990.5749;6404.1006
208.9;6013.113;991.2959;6410.3677
209,00;6011.337;992.00934;6416.627
209.1;6009.5737;992.71484;6422.8774
209.2;6007.8237;993.41205;6429.1196
209.3;6006.086;994.1007;6435.354
209.4;6004.361;994.7804;6441.58
209.5;6002.648;995.4508;6447.798
209.6;6000.947;996.11176;6454.0083
209.7;5999.2583;996.76276;6460.2104
209.8;5997.581;997.4036;6466.4053
209.9;5995.9155;998.03406;6472.593
210,00;5994.2617;998.6537;6478.7725
210.1;5992.619;999.26227;6484.945
210.2;5990.9873;999.8595;6491.11
210.3;5989.3667;1000.4451;6497.268
210.4;5987.7573;1001.0189;6503.4194
210.5;5986.158;1001.5805;6509.564
210.6;5984.57;1002.12964;6515.702
210.7;5982.9917;1002.66614;6521.8335
210.8;5981.424;1003.1897;6527.9585
210.9;5979.866;1003.7001;6534.0776
211,00;5978.3184;1004.197;6540.1904
211.1;5976.7803;1004.68036;6546.2974
211.2;5975.252;1005.1498;6552.3984
211.3;5973.7334;1005.6051;6558.494
211.4;5972.224;1006.04614;6564.5845
211.5;5970.724;1006.4726;6570.67
211.6;5969.233;1006.88434;6576.75
211.7;5967.751;1007.2811;6582.825
211.8;5966.278;1007.6628;6588.8955
211.9;5964.8135;1008.0292;6594.9614
212,00;5963.358;1008.38;6601.023
212.1;5961.9106;1008.7152;6607.0806
212.2;5960.4717;1009.03455;6613.1343
212.3;5959.041;1009.3379;6619.184
212.4;5957.6187;1009.6251;6625.23
212.5;5956.204;1009.896;6631.2725
