Time, s;x;y;z
582.4;301.5655;759.32654;-963.75244
582.5;308.1716;761.9239;-957.1255
582.6;314.90454;764.5147;-950.6475
582.7;321.7608;767.0989;-944.3206
582.8;328.73688;769.676;-938.1467
582.9;335.82925;772.24585;-932.1276
583,00;343.0344;774.80817;-926.26514
583.1;350.34875;777.36255;-920.56104
583.2;357.7688;779.9089;-915.0168
583.3;365.29095;782.4468;-909.63403
583.4;372.91165;784.976;-904.4142
583.5;380.62726;787.49634;-899.3587
583.6;388.43427;790.00745;-894.46875
583.7;396.32904;792.5091;-889.7456
583.8;404.308;795.001;-885.1905
583.9;412.36755;797.4829;-880.8043
584,00;420.50406;799.9546;-876.58826
584.1;428.71396;802.4157;-872.5431
584.2;436.99365;804.8661;-868.66974
584.3;445.3395;807.30536;-864.96893
584.4;453.74796;809.7334;-861.4414
584.5;462.21542;812.14984;-858.08777
584.6;470.73837;814.5545;-854.90857
584.7;479.3132;816.94714;-851.90424
584.8;487.9364;819.3274;-849.0753
584.9;496.6044;821.6952;-846.422
585,00;505.31375;824.0502;-843.9447
585.1;514.0609;826.3921;-841.64355
585.2;522.84247;828.7208;-839.5187
585.3;531.65485;831.036;-837.5702
585.4;540.4947;833.33746;-835.79816
585.5;549.3586;835.62494;-834.20245
585.6;558.24304;837.8983;-832.783
585.7;567.1448;840.1572;-831.5397
585.8;576.0604;842.4015;-830.47217
585.9;584.98663;844.6309;-829.58026
586,00;593.9201;846.84534;-828.8636
586.1;602.85754;849.04443;-828.3217
586.2;611.79565;851.228;-827.9543
586.3;620.7313;853.39594;-827.7607
586.4;629.66125;855.548;-827.7405
586.5;638.5823;857.6839;-827.89294
586.6;647.4913;859.8035;-828.21747
586.7;656.38513;861.9066;-828.7133
586.8;665.26074;863.99304;-829.3798
586.9;674.1151;866.0626;-830.216
587,00;682.94507;868.1151;-831.2212
587.1;691.74774;870.1503;-832.3944
587.2;700.5201;872.1681;-833.7347
587.3;709.2592;874.1683;-835.241
587.4;717.96216;876.1507;-836.9125
587.5;726.62616;878.1151;-838.7479
587.6;735.2482;880.0614;-840.7462
587.7;743.8256;881.9894;-842.90625
587.8;752.3556;883.8989;-845.22687
587.9;760.8353;885.7898;-847.7067
588,00;769.26215;887.6619;-850.34467
588.1;777.63336;889.51514;-853.1393
588.2;785.9463;891.3492;-856.0893
588.3;794.1984;893.16406;-859.19336
588.4;802.387;894.95953;-862.45
588.5;810.50964;896.7355;-865.8578
588.6;818.5637;898.49176;-869.4153
588.7;826.5468;900.2282;-873.1209
588.8;834.45636;901.94476;-876.9732
588.9;842.2901;903.6413;-880.9705
589,00;850.04553;905.31757;-885.1113
589.1;857.7203;906.9736;-889.3939
589.2;865.31213;908.60913;-893.81665
589.3;872.8187;910.2241;-898.3779
589.4;880.2378;911.8185;-903.07587
589.5;887.56714;913.392;-907.9089
589.6;894.8046;914.9447;-912.8751
589.7;901.948;916.47644;-917.9728
589.8;908.9952;917.98706;-923.2001
589.9;915.9441;919.4765;-928.5552
590,00;922.79266;920.9447;-934.03613
590.1;929.5388;922.39154;-939.6411
590.2;936.18066;923.8169;-945.36816
590.3;942.7161;925.2207;-951.21533
590.4;949.1434;926.60297;-957.1807
590.5;955.46045;927.9635;-963.26227
590.6;961.66547;929.3023;-969.45795
590.7;967.75665;930.6192;-975.7658
590.8;973.73224;931.9143;-982.1838
590.9;979.59033;933.1874;-988.7097
591,00;985.3293;934.4385;-995.34155
591.1;990.9474;935.6675;-1002.0772
591.2;996.443;936.8743;-1008.91455
591.3;1001.8144;938.059;-1015.8514
591.4;1007.06;939.22156;-1022.8855
591.5;1012.1783;940.36176;-1030.0148
591.6;1017.1676;941.4797;-1037.2369
591.7;1022.02655;942.57526;-1044.5498
591.8;1026.7537;943.6485;-1051.951
591.9;1031.3473;944.6993;-1059.4385
592,00;1035.8063;945.7277;-1067.0098
592.1;1040.1292;946.7337;-1074.6625
592.2;1044.3145;947.7172;-1082.3945
592.3;1048.361;948.6783;-1090.2035
592.4;1052.2673;949.6168;-1098.0869
592.5;1056.0323;950.5329;-1106.0425
592.6;1059.6549;951.4265;-1114.0677
592.7;1063.1335;952.2976;-1122.1604
592.8;1066.4674;953.14624;-1130.3179
592.9;1069.6552;953.9724;-1138.5378
593,00;1072.6957;954.7761;-1146.8176
593.1;1075.5881;955.5574;-1155.155
593.2;1078.3313;956.31616;-1163.5475
593.3;1080.9243;957.0526;-1171.9923
593.4;1083.3662;957.7666;-1180.487
593.5;1085.6559;958.4583;-1189.0293
593.6;1087.7927;959.1277;-1197.6163
593.7;1089.7756;959.7747;-1206.2456
593.8;1091.604;960.3996;-1214.9144
593.9;1093.2769;961.00226;-1223.6204
594,00;1094.7936;961.5827;-1232.3607
594.1;1096.1533;962.1411;-1241.1329
594.2;1097.3557;962.6775;-1249.9341
594.3;1098.3998;963.19183;-1258.7618
594.4;1099.285;963.68427;-1267.6132
594.5;1100.0109;964.1549;-1276.4857
594.6;1100.5769;964.6037;-1285.3765
594.7;1100.9825;965.03076;-1294.2828
594.8;1101.2274;965.43616;-1303.2021
594.9;1101.3109;965.82007;-1312.1315
595,00;1101.2329;966.18243;-1321.0682
595.1;1100.9929;966.52344;-1330.0094
595.2;1100.5907;966.84314;-1338.9524
595.3;1100.026;967.1416;-1347.8944
595.4;1099.2986;967.419;-1356.8324
595.5;1098.4082;967.67535;-1365.7638
595.6;1097.3549;967.9108;-1374.6855
595.7;1096.1385;968.1255;-1383.5948
595.8;1094.7589;968.31946;-1392.489
595.9;1093.2163;968.49286;-1401.3649
596,00;1091.5105;968.64575;-1410.2197
596.1;1089.6418;968.7784;-1419.0507
596.2;1087.6102;968.89075;-1427.8547
596.3;1085.4159;968.98303;-1436.6292
596.4;1083.0591;969.0554;-1445.3707
596.5;1080.5402;969.1079;-1454.0768
596.6;1077.8594;969.1408;-1462.7443
596.7;1075.0171;969.1541;-1471.3702
596.8;1072.0137;969.148;-1479.9517
596.9;1068.8497;969.12274;-1488.4858
597,00;1065.5256;969.0783;-1496.9696
597.1;1062.042;969.01495;-1505.4
597.2;1058.3994;968.93286;-1513.7742
597.3;1054.5986;968.8321;-1522.089
597.4;1050.6403;968.7129;-1530.3416
597.5;1046.5251;968.5754;-1538.529
597.6;1042.2542;968.4198;-1546.6482
597.7;1037.828;968.2463;-1554.6963
597.8;1033.2477;968.05493;-1562.6702
597.9;1028.5142;967.846;-1570.567
598,00;1023.62866;967.61975;-1578.3838
598.1;1018.59204;967.3762;-1586.1176
598.2;1013.4056;967.11566;-1593.7653
598.3;1008.07043;966.83826;-1601.324
598.4;1002.5879;966.54425;-1608.7908
598.5;996.9592;966.23376;-1616.1628
598.6;991.18585;965.90704;-1623.4371
598.7;985.2692;965.5643;-1630.6107
598.8;979.2108;965.2057;-1637.6807
598.9;973.01215;964.8315;-1644.644
599,00;966.67487;964.44183;-1651.4982
599.1;960.2007;964.037;-1658.24
599.2;953.59125;963.6172;-1664.8667
599.3;946.8484;963.18256;-1671.3755
599.4;939.97394;962.73346;-1677.7635
599.5;932.96985;962.27;-1684.028
599.6;925.8381;961.7925;-1690.1661
599.7;918.5806;961.3011;-1696.1752
599.8;911.19965;960.7961;-1702.0524
599.9;903.69727;960.27765;-1707.7949
600,00;896.07574;959.7461;-1713.4004
600.1;888.3373;959.2016;-1718.866
600.2;880.48425;958.6445;-1724.189
600.3;872.5191;958.0749;-1729.367
600.4;864.4443;957.4931;-1734.3972
600.5;856.26227;956.8994;-1739.2772
600.6;847.9757;956.294;-1744.0046
600.7;839.5872;955.6772;-1748.5769
600.8;831.09955;955.04913;-1752.9916
600.9;822.51544;954.4102;-1757.2463
601,00;813.8377;953.7606;-1761.3389
601.1;805.0693;953.1006;-1765.2668
601.2;796.21313;952.4304;-1769.028
601.3;787.2722;951.75037;-1772.62
601.4;778.24963;951.0607;-1776.0409
601.5;769.1485;950.36176;-1779.2886
601.6;759.97205;949.6537;-1782.361
601.7;750.7235;948.93677;-1785.256
601.8;741.4061;948.21136;-1787.9717
601.9;732.0233;947.47766;-1790.5062
602,00;722.5785;946.73596;-1792.8578
602.1;713.07513;945.9866;-1795.0247
602.2;703.5168;945.22974;-1797.0051
602.3;693.9069;944.4657;-1798.7974
602.4;684.24927;943.6948;-1800.4
602.5;674.5474;942.91736;-1801.8114
602.6;664.8052;942.13354;-1803.0302
602.7;655.0263;941.34375;-1804.0549
602.8;645.21466;940.54816;-1804.8844
602.9;635.374;939.7471;-1805.5173
603,00;625.50836;938.94086;-1805.9525
603.1;615.62164;938.12976;-1806.189
603.2;605.71783;937.314;-1806.2257
603.3;595.801;936.49396;-1806.0618
603.4;585.8753;935.6699;-1805.6963
603.5;575.9447;934.84204;-1805.1285
603.6;566.0135;934.0108;-1804.3578
603.7;556.08575;933.1764;-1803.3835
603.8;546.1658;932.33905;-1802.2053
603.9;536.2578;931.49915;-1800.8228
604,00;526.36615;930.657;-1799.2354
604.1;516.495;929.8128;-1797.443
604.2;506.64883;928.9669;-1795.4454
604.3;496.83194;928.1196;-1793.2429
604.4;487.04868;927.2712;-1790.8352
604.5;477.30347;926.42194;-1788.2225
604.6;467.60074;925.57214;-1785.4053
604.7;457.9449;924.72205;-1782.3837
604.8;448.3404;923.8721;-1779.1582
604.9;438.79166;923.02234;-1775.7294
605,00;429.30313;922.1733;-1772.0978
605.1;419.87933;921.32513;-1768.2644
605.2;410.5247;920.47815;-1764.2299
605.3;401.24368;919.6327;-1759.9951
605.4;392.04074;918.78894;-1755.5614
605.5;382.92035;917.9473;-1750.9298
605.6;373.88693;917.10803;-1746.1016
605.7;364.94498;916.27136;-1741.0781
605.8;356.09885;915.4376;-1735.8608
605.9;347.353;914.60706;-1730.4514
606,00;338.71182;913.78;-1724.8516
606.1;330.17963;912.9567;-1719.063
606.2;321.76083;912.1375;-1713.0876
606.3;313.45975;911.3226;-1706.9276
606.4;305.28064;910.51227;-1700.585
606.5;297.22775;909.70685;-1694.062
606.6;289.30536;908.90656;-1687.3608
606.7;281.51758;908.11176;-1680.4843
606.8;273.86862;907.32263;-1673.4344
606.9;266.36255;906.5395;-1666.2144
607,00;259.00342;905.7626;-1658.8267
607.1;251.79523;904.9922;-1651.2742
607.2;244.74194;904.2286;-1643.5598
607.3;237.84747;903.47205;-1635.6869
607.4;231.11563;902.7228;-1627.6583
607.5;224.55022;901.9811;-1619.4775
607.6;218.15494;901.24725;-1611.1478
607.7;211.93343;900.5214;-1602.6729
607.8;205.88927;899.804;-1594.0559
607.9;200.02596;899.09515;-1585.3009
608,00;194.34692;898.3951;-1576.4115
608.1;188.85553;897.70416;-1567.3916
608.2;183.55501;897.0225;-1558.2451
608.3;178.44858;896.3504;-1548.9761
608.4;173.5393;895.6882;-1539.5886
608.5;168.83022;895.03595;-1530.0869
608.6;164.3242;894.394;-1520.4753
608.7;160.02411;893.7625;-1510.7583
608.8;155.93263;893.1418;-1500.9401
608.9;152.05241;892.532;-1491.0254
609,00;148.38596;891.9334;-1481.0188
609.1;144.9357;891.3462;-1470.9249
609.2;141.70393;890.77057;-1460.7487
609.3;138.69289;890.2068;-1450.4946
609.4;135.9046;889.6551;-1440.1678
609.5;133.34111;889.11554;-1429.7732
609.6;131.00424;888.5885;-1419.3157
609.7;128.89575;888.0741;-1408.8004
609.8;127.017265;887.5725;-1398.2325
609.9;125.37029;887.084;-1387.6172
610,00;123.95622;886.60864;-1376.9595
610.1;122.77631;886.1467;-1366.2648
610.2;121.831696;885.6984;-1355.5385
610.3;121.12339;885.2639;-1344.7856
610.4;120.65227;884.8433;-1334.0118
610.5;120.41909;884.4368;-1323.2224
610.6;120.42448;884.0446;-1312.423
610.7;120.66892;883.66693;-1301.6187
610.8;121.15278;883.30383;-1290.8152
610.9;121.876274;882.95544;-1280.018
611,00;122.8395;882.6221;-1269.2324
611.1;124.04242;882.3038;-1258.4644
611.2;125.48484;882.0007;-1247.719
611.3;127.166466;881.7129;-1237.002
611.4;129.08684;881.4407;-1226.319
611.5;131.24536;881.1841;-1215.6753
611.6;133.64133;880.9433;-1205.0765
611.7;136.27388;880.7184;-1194.5283
611.8;139.14201;880.5095;-1184.036
611.9;142.2446;880.3168;-1173.6051
612,00;145.58038;880.14026;-1163.2411
612.1;149.14793;879.98016;-1152.9495
612.2;152.94576;879.8365;-1142.7355
612.3;156.97214;879.7094;-1132.6046
612.4;161.2253;879.599;-1122.5623
612.5;165.70328;879.5054;-1112.6135
612.6;170.40404;879.4286;-1102.7637
612.7;175.32536;879.3688;-1093.0182
612.8;180.46492;879.326;-1083.3818
612.9;185.82025;879.3003;-1073.86
613,00;191.38878;879.2918;-1064.4576
613.1;197.16779;879.30054;-1055.1797
613.2;203.15445;879.3266;-1046.0311
613.3;209.3458;879.37;-1037.0167
613.4;215.73877;879.43085;-1028.1412
613.5;222.33015;879.5092;-1019.40955
613.6;229.11665;879.6051;-1010.82605
613.7;236.09482;879.7185;-1002.39545
613.8;243.26114;879.8496;-994.12213
613.9;250.61194;879.99835;-986.01044
614,00;258.1435;880.16473;-978.06476
614.1;265.8519;880.3489;-970.2892
614.2;273.73322;880.5507;-962.68787
614.3;281.7834;880.7703;-955.2648
614.4;289.99823;881.00775;-948.0238
614.5;298.3735;881.2629;-940.96875
614.6;306.90482;881.5359;-934.1033
614.7;315.58777;881.8266;-927.431
614.8;324.41785;882.13513;-920.9554
614.9;333.39038;882.4615;-914.6798
615,00;342.50073;882.8056;-908.6074
615.1;351.7441;883.1674;-902.74146
615.2;361.11566;883.54706;-897.0848
615.3;370.61053;883.94434;-891.64044
615.4;380.22366;884.3594;-886.4111
615.5;389.95004;884.79205;-881.39935
615.6;399.7846;885.2424;-876.60785
615.7;409.7221;885.71027;-872.0389
615.8;419.75742;886.19574;-867.69464
615.9;429.8852;886.6987;-863.5774
616,00;440.1002;887.2192;-859.689
616.1;450.39697;887.757;-856.0315
616.2;460.7702;888.3122;-852.60645
616.3;471.21445;888.88464;-849.41547
616.4;481.7242;889.4743;-846.4601
616.5;492.294;890.0812;-843.7416
616.6;502.9183;890.7051;-841.26117
616.7;513.59155;891.346;-839.0199
616.8;524.3082;892.00385;-837.0187
616.9;535.06274;892.6785;-835.25824
617,00;545.8495;893.37;-833.7393
617.1;556.6629;894.0781;-832.4624
617.2;567.4974;894.8028;-831.4278
617.3;578.3473;895.54395;-830.6358
617.4;589.20703;896.3015;-830.0864
617.5;600.07104;897.0753;-829.7797
617.6;610.9338;897.86523;-829.7155
617.7;621.7896;898.67126;-829.89343
617.8;632.633;899.4932;-830.3131
617.9;643.45844;900.331;-830.9739
618,00;654.26044;901.1845;-831.8751
618.1;665.03357;902.0536;-833.0159
618.2;675.7723;902.93805;-834.3954
618.3;686.4712;903.8379;-836.0123
618.4;697.125;904.7529;-837.8656
618.5;707.72833;905.683;-839.9538
618.6;718.2759;906.628;-842.27545
618.7;728.7624;907.58777;-844.82904
618.8;739.18274;908.56213;-847.61273
618.9;749.53174;909.551;-850.6247
619,00;759.8043;910.55426;-853.86304
619.1;769.9955;911.57166;-857.3256
619.2;780.1002;912.6031;-861.0103
619.3;790.1137;913.6483;-864.91473
619.4;800.031;914.70734;-869.03656
619.5;809.8475;915.7799;-873.37317
619.6;819.5583;916.8658;-877.92194
619.7;829.15894;917.9649;-882.68024
619.8;838.6449;919.0771;-887.6451
619.9;848.0116;920.20215;-892.81366
620,00;857.25476;921.3399;-898.18286
620.1;866.37006;922.4902;-903.74963
620.2;875.35333;923.6528;-909.5107
620.3;884.2003;924.8275;-915.4627
620.4;892.9071;926.0143;-921.6023
620.5;901.4698;927.2128;-927.926
620.6;909.88434;928.423;-934.4303
620.7;918.1472;929.64453;-941.11145
620.8;926.2546;930.87726;-947.9658
620.9;934.203;932.1211;-954.98956
621,00;941.98895;933.37573;-962.1788
621.1;949.60913;934.64105;-969.5296
621.2;957.0602;935.9168;-977.038
621.3;964.339;937.2028;-984.69995
621.4;971.44257;938.49884;-992.5113
621.5;978.36786;939.80475;-1000.46783
621.6;985.1121;941.12024;-1008.56537
621.7;991.67255;942.44525;-1016.7996
621.8;998.0465;943.7794;-1025.1663
621.9;1004.23157;945.1226;-1033.6608
622,00;1010.22516;946.4747;-1042.2789
622.1;1016.02515;947.8353;-1051.0162
622.2;1021.6292;949.20435;-1059.868
622.3;1027.0354;950.58154;-1068.83
622.4;1032.2416;951.96674;-1077.8975
622.5;1037.246;953.3597;-1087.0658
622.6;1042.0469;954.76013;-1096.3303
622.7;1046.6425;956.1679;-1105.6866
622.8;1051.0314;957.5828;-1115.1299
622.9;1055.2122;959.0046;-1124.6554
623,00;1059.1835;960.43304;-1134.2585
623.1;1062.9441;961.868;-1143.9346
623.2;1066.493;963.3091;-1153.6788
623.3;1069.8292;964.7562;-1163.4865
623.4;1072.9517;966.20917;-1173.3528
623.5;1075.8599;967.6676;-1183.2731
623.6;1078.553;969.1315;-1193.2427
623.7;1081.0304;970.6004;-1203.2568
623.8;1083.2919;972.0742;-1213.3108
623.9;1085.3369;973.55273;-1223.3998
624,00;1087.1654;975.0357;-1233.5192
624.1;1088.7771;976.5229;-1243.6642
624.2;1090.172;978.01404;-1253.8303
624.3;1091.3503;979.509;-1264.0127
624.4;1092.312;981.0075;-1274.2069
624.5;1093.0575;982.5093;-1284.4082
624.6;1093.587;984.0142;-1294.6119
624.7;1093.9012;985.522;-1304.8136
624.8;1094.0006;987.0324;-1315.0088
624.9;1093.8859;988.5452;-1325.1927
625,00;1093.5576;990.06024;-1335.3612
625.1;1093.017;991.5772;-1345.5096
625.2;1092.2645;993.09595;-1355.6337
625.3;1091.3016;994.6162;-1365.7289
625.4;1090.1293;996.1377;-1375.791
625.5;1088.7488;997.66034;-1385.8157
625.6;1087.1613;999.1837;-1395.7988
625.7;1085.3682;1000.70776;-1405.7361
625.8;1083.371;1002.23224;-1415.6233
625.9;1081.1713;1003.75684;-1425.4565
626,00;1078.7706;1005.2814;-1435.2316
626.1;1076.1708;1006.8056;-1444.9445
626.2;1073.3735;1008.32935;-1454.5913
626.3;1070.3807;1009.85236;-1464.1681
626.4;1067.1942;1011.37445;-1473.6711
626.5;1063.8162;1012.8954;-1483.0966
626.6;1060.2484;1014.4149;-1492.4407
626.7;1056.4933;1015.9328;-1501.6997
626.8;1052.5529;1017.4489;-1510.8702
626.9;1048.4296;1018.96295;-1519.9486
627,00;1044.1256;1020.47473;-1528.9313
627.1;1039.6433;1021.984;-1537.8148
627.2;1034.9854;1023.49066;-1546.596
627.3;1030.154;1024.9944;-1555.2715
627.4;1025.1521;1026.4949;-1563.8379
627.5;1019.9821;1027.9922;-1572.2922
627.6;1014.64667;1029.4858;-1580.6313
627.7;1009.14856;1030.9757;-1588.8522
627.8;1003.4906;1032.4617;-1596.9518
627.9;997.6755;1033.9435;-1604.9272
628,00;991.70624;1035.4209;-1612.7758
628.1;985.58563;1036.8937;-1620.4946
628.2;979.3167;1038.3617;-1628.081
628.3;972.90247;1039.8246;-1635.5323
628.4;966.34595;1041.2823;-1642.8462
628.5;959.65015;1042.7347;-1650.0199
628.6;952.8183;1044.1815;-1657.0511
628.7;945.8534;1045.6224;-1663.9375
628.8;938.7587;1047.0574;-1670.6769
628.9;931.5375;1048.4861;-1677.2668
629,00;924.1929;1049.9083;-1683.7056
629.1;916.72815;1051.3241;-1689.9907
629.2;909.14667;1052.7329;-1696.1205
629.3;901.45166;1054.1349;-1702.0929
629.4;893.64655;1055.5297;-1707.906
629.5;885.73456;1056.917;-1713.5582
629.6;877.71924;1058.2969;-1719.0479
629.7;869.6039;1059.669;-1724.373
629.8;861.3919;1061.0331;-1729.5325
629.9;853.0868;1062.3892;-1734.5245
630,00;844.6919;1063.7369;-1739.3479
630.1;836.2108;1065.0763;-1744.0012
630.2;827.64685;1066.407;-1748.483
630.3;819.00366;1067.7288;-1752.7924
630.4;810.28455;1069.0416;-1756.928
630.5;801.49316;1070.3453;-1760.8888
630.6;792.6329;1071.6396;-1764.6738
630.7;783.70734;1072.9244;-1768.2822
630.8;774.7199;1074.1996;-1771.713
630.9;765.6742;1075.465;-1774.9655
631,00;756.57367;1076.7202;-1778.0388
631.1;747.4219;1077.9653;-1780.9325
631.2;738.22235;1079.2002;-1783.6459
631.3;728.9785;1080.4244;-1786.1783
631.4;719.694;1081.6382;-1788.5294
631.5;710.37213;1082.841;-1790.6989
631.6;701.01654;1084.0328;-1792.6863
631.7;691.6307;1085.2137;-1794.4913
631.8;682.2181;1086.3832;-1796.1139
631.9;672.7821;1087.5414;-1797.5537
632,00;663.32635;1088.688;-1798.8109
632.1;653.8541;1089.8229;-1799.8853
632.2;644.369;1090.9459;-1800.777
632.3;634.8744;1092.057;-1801.486
632.4;625.37366;1093.156;-1802.0126
632.5;615.8702;1094.2427;-1802.3569
632.6;606.36743;1095.317;-1802.5193
632.7;596.8687;1096.3789;-1802.5001
632.8;587.37744;1097.4281;-1802.2997
632.9;577.8969;1098.4645;-1801.9185
633,00;568.4304;1099.488;-1801.357
633.1;558.9813;1100.4985;-1800.616
633.2;549.5529;1101.496;-1799.6957
633.3;540.1484;1102.4801;-1798.5972
633.4;530.771;1103.4509;-1797.3208
633.5;521.424;1104.4082;-1795.8677
633.6;512.1106;1105.3518;-1794.2385
633.7;502.83392;1106.2819;-1792.4342
633.8;493.59714;1107.198;-1790.4556
633.9;484.40335;1108.1002;-1788.3037
634,00;475.25568;1108.9885;-1785.9797
634.1;466.15723;1109.8625;-1783.4846
634.2;457.111;1110.7225;-1780.8195
634.3;448.12003;1111.568;-1777.9855
634.4;439.1873;1112.3992;-1774.984
634.5;430.3158;1113.2158;-1771.8163
634.6;421.50848;1114.018;-1768.4836
634.7;412.76822;1114.8053;-1764.9873
634.8;404.0979;1115.578;-1761.3289
634.9;395.5004;1116.3357;-1757.5098
635,00;386.97852;1117.0786;-1753.5314
635.1;378.53506;1117.8064;-1749.3954
635.2;370.1728;1118.5192;-1745.1033
635.3;361.8944;1119.2168;-1740.6567
635.4;353.70264;1119.8993;-1736.0575
635.5;345.60013;1120.5664;-1731.3073
635.6;337.5895;1121.2181;-1726.4077
635.7;329.6734;1121.8545;-1721.3607
635.8;321.85434;1122.4753;-1716.168
635.9;314.13486;1123.0807;-1710.8315
636,00;306.5175;1123.6704;-1705.3533
636.1;299.00467;1124.2444;-1699.7351
636.2;291.59882;1124.8029;-1693.979
636.3;284.30234;1125.3455;-1688.087
636.4;277.11758;1125.8723;-1682.0613
636.5;270.04688;1126.3833;-1675.9037
636.6;263.0925;1126.8784;-1669.6166
636.7;256.25668;1127.3575;-1663.202
636.8;249.54164;1127.8208;-1656.6622
636.9;242.94955;1128.2681;-1649.9995
637,00;236.48256;1128.6992;-1643.216
637.1;230.14275;1129.1144;-1636.3141
637.2;223.93217;1129.5135;-1629.296
637.3;217.85284;1129.8965;-1622.1643
637.4;211.90675;1130.2633;-1614.9213
637.5;206.09583;1130.614;-1607.5692
637.6;200.42198;1130.9486;-1600.1108
637.7;194.88705;1131.267;-1592.5483
637.8;189.49287;1131.5691;-1584.8845
637.9;184.24123;1131.8551;-1577.1217
638,00;179.13382;1132.1249;-1569.2626
638.1;174.17236;1132.3784;-1561.3097
638.2;169.35852;1132.6157;-1553.2656
638.3;164.6939;1132.8369;-1545.1332
638.4;160.18004;1133.0417;-1536.9148
638.5;155.81848;1133.2305;-1528.6134
638.6;151.6107;1133.403;-1520.2316
638.7;147.55817;1133.5593;-1511.7722
638.8;143.66222;1133.6995;-1503.2379
638.9;139.92426;1133.8235;-1494.6316
639,00;136.34554;1133.9313;-1485.956
639.1;132.92735;1134.023;-1477.2141
639.2;129.67091;1134.0985;-1468.4086
639.3;126.57738;1134.1581;-1459.5425
639.4;123.647865;1134.2015;-1450.6185
639.5;120.88346;1134.2289;-1441.6399
639.6;118.285194;1134.2404;-1432.6093
639.7;115.854034;1134.2358;-1423.5298
639.8;113.59093;1134.2155;-1414.4044
639.9;111.49676;1134.1791;-1405.2361
640,00;109.57236;1134.1268;-1396.028
640.1;107.81852;1134.059;-1386.7828
640.2;106.23599;1133.9752;-1377.5039
640.3;104.82546;1133.8757;-1368.1943
640.4;103.58757;1133.7606;-1358.857
640.5;102.52291;1133.6299;-1349.4951
640.6;101.63203;1133.4836;-1340.1118
640.7;100.91541;1133.3219;-1330.7101
640.8;100.3735;1133.1448;-1321.2932
640.9;100.00668;1132.9523;-1311.8643
641,00;99.81531;1132.7444;-1302.4264
641.1;99.79965;1132.5212;-1292.9828
641.2;99.959946;1132.283;-1283.5367
641.3;100.29638;1132.0297;-1274.0912
641.4;100.809074;1131.7612;-1264.6495
641.5;101.49811;1131.4779;-1255.215
641.6;102.3635;1131.1797;-1245.7905
641.7;103.40522;1130.8667;-1236.3796
641.8;104.62318;1130.539;-1226.9855
641.9;106.017235;1130.1967;-1217.6111
642,00;107.58719;1129.8397;-1208.2599
642.1;109.33279;1129.4684;-1198.9352
642.2;111.25373;1129.0826;-1189.64
642.3;113.34965;1128.6827;-1180.3777
642.4;115.62012;1128.2686;-1171.1515
642.5;118.06467;1127.8403;-1161.9646
642.6;120.68277;1127.3981;-1152.8202
642.7;123.47382;1126.942;-1143.7217
642.8;126.43719;1126.4722;-1134.6722
642.9;129.57216;1125.9886;-1125.675
643,00;132.87796;1125.4916;-1116.7334
643.1;136.35379;1124.981;-1107.8503
643.2;139.99876;1124.457;-1099.0293
643.3;143.81195;1123.9199;-1090.2733
643.4;147.79233;1123.3696;-1081.5857
643.5;151.93887;1122.8064;-1072.9696
643.6;156.25046;1122.2302;-1064.4282
643.7;160.72592;1121.6414;-1055.9647
643.8;165.364;1121.0398;-1047.5823
643.9;170.16344;1120.4258;-1039.2839
644,00;175.12288;1119.7993;-1031.0729
644.1;180.24089;1119.1605;-1022.95215
644.2;185.51602;1118.5096;-1014.9249
644.3;190.94675;1117.8468;-1006.9943
644.4;196.53146;1117.172;-999.1633
644.5;202.26852;1116.4856;-991.43494
644.6;208.15623;1115.7875;-983.81226
644.7;214.19281;1115.0779;-976.2982
644.8;220.37643;1114.357;-968.8958
644.9;226.70522;1113.625;-961.60803
645,00;233.1772;1112.8818;-954.4377
645.1;239.79039;1112.1278;-947.38776
645.2;246.54272;1111.363;-940.46106
645.3;253.43208;1110.5876;-933.66046
645.4;260.45627;1109.8019;-926.9888
645.5;267.61304;1109.0057;-920.44867
645.6;274.9001;1108.1993;-914.043
645.7;282.31506;1107.383;-907.7745
645.8;289.85556;1106.5569;-901.6457
645.9;297.5191;1105.721;-895.65924
646,00;305.30316;1104.8755;-889.8179
646.1;313.20514;1104.0208;-884.12396
646.2;321.2224;1103.1566;-878.58014
646.3;329.35223;1102.2836;-873.18884
646.4;337.59192;1101.4015;-867.95245
646.5;345.93857;1100.5107;-862.8734
646.6;354.3894;1099.6115;-857.95404
646.7;362.94147;1098.7036;-853.1966
646.8;371.5918;1097.7876;-848.60333
646.9;380.33734;1096.8635;-844.17645
647,00;389.17505;1095.9314;-839.918
647.1;398.1018;1094.9917;-835.83026
647.2;407.1144;1094.0443;-831.91504
647.3;416.20966;1093.0895;-828.17444
647.4;425.38425;1092.1274;-824.6104
647.5;434.6349;1091.1584;-821.2247
647.6;443.9582;1090.1824;-818.0191
647.7;453.3507;1089.1997;-814.9955
647.8;462.80905;1088.2104;-812.1554
647.9;472.32965;1087.2148;-809.50055
648,00;481.90897;1086.213;-807.0324
648.1;491.54343;1085.2052;-804.75256
648.2;501.2294;1084.1914;-802.66235
648.3;510.9632;1083.1721;-800.7631
648.4;520.74115;1082.1472;-799.05615
648.5;530.55945;1081.1171;-797.5427
648.6;540.4143;1080.0818;-796.2239
648.7;550.302;1079.0416;-795.10077
648.8;560.21857;1077.9966;-794.1744
648.9;570.1602;1076.947;-793.44556
649,00;580.1229;1075.8931;-792.9152
